"x","y"
"1682812800000","28548026.97705134"
"1682899200000","35120914.85198403"
"1682985600000","26436400.048662677"
"1683072000000","28706505.872158974"
"1683158400000","29770202.04218574"
"1683244800000","25724804.124775995"
"1683331200000","32521180.410668414"
"1683417600000","36809638.64957858"
"1683504000000","41744197.067098685"
"1683590400000","38255911.8781401"
"1683676800000","38971069.437675245"
"1683763200000","31079349.01717088"
"1683849600000","27932158.246966116"
"1683936000000","27237496.705574512"
"1684022400000","31630058.255630765"
"1684108800000","27603389.649954077"
"1684195200000","30101350.309985295"
"1684281600000","29549110.27574375"
"1684368000000","26859030.9345914"
"1684454400000","28738962.120203372"
"1684540800000","24375940.640033692"
"1684627200000","27415847.9731961"
"1684713600000","26059060.50144273"
"1684800000000","28129493.496464286"
"1684886400000","25204426.061596133"
"1684972800000","27253825.798840698"
"1685059200000","28022067.177655425"
"1685145600000","25895617.414968994"
"1685232000000","29018379.77947518"
"1685318400000","30580345.092994474"
"1685404800000","28992477.242635764"
"1685491200000","25853003.322265837"
"1685577600000","24808640.12866411"
"1685664000000","30128726.13526578"
"1685750400000","23625499.65267871"
"1685836800000","26178919.49258366"
"1685923200000","24355694.08839815"
"1686009600000","27031043.478327114"
"1686096000000","25121515.433733575"
"1686182400000","27695869.968815308"
"1686268800000","30334803.515606057"
"1686355200000","26188014.77306707"
"1686441600000","27237566.629978757"
"1686528000000","26511537.377856184"
"1686614400000","24857915.761624184"
"1686700800000","20934320.22248748"
"1686787200000","24289275.439930815"
"1686873600000","25815640.766585577"
"1686960000000","24576941.293343797"
"1687046400000","25864498.312777586"
"1687132800000","24358877.690667883"
"1687219200000","24496915.027535625"
"1687305600000","23415578.90437153"
"1687392000000","27140370.526518404"
"1687478400000","25333271.066190463"
"1687564800000","29007262.104907636"
"1687651200000","30195817.85050738"
"1687737600000","29036935.726409893"
"1687824000000","27695094.94705815"
"1687910400000","21378015.35699098"
"1687996800000","28907158.299600467"
"1688083200000","31268571.422430255"
"1688169600000","26154914.732571002"
"1688256000000","33775253.848481484"
"1688342400000","27990140.909918316"
"1688428800000","28640397.54593083"
"1688515200000","30309671.13015693"
"1688601600000","27125275.64271407"
"1688688000000","34013005.20105904"
"1688774400000","34114021.652351"
"1688860800000","33188679.628863256"
"1688947200000","29651100.59188326"
"1689033600000","26664260.808558695"
"1689120000000","28532856.624235082"
"1689206400000","23641573.302443318"
"1689292800000","27519041.337585144"
"1689379200000","27066441.91831429"
"1689465600000","29842687.815297596"
"1689552000000","26196758.55308894"
"1689638400000","31319782.33021599"
"1689724800000","28328021.50246617"
"1689811200000","24707512.102940787"
"1689897600000","21607034.364091497"
"1689984000000","26432278.228747524"
"1690070400000","28310247.069138404"
"1690156800000","28407356.750944234"
"1690243200000","25712518.25357459"
"1690329600000","26926803.941132326"
"1690416000000","26347218.51898918"
"1690502400000","26233809.358800165"
"1690588800000","24706378.94273607"
"1690675200000","31692642.533020645"
"1690761600000","27510234.359162603"
"1690848000000","26122899.546493188"
"1690934400000","29363951.078214865"
"1691020800000","28247538.053915504"
"1691107200000","23104041.166844852"
"1691193600000","28591503.046726555"
"1691280000000","30288540.36209772"
"1691366400000","27209670.747621182"
"1691452800000","23875114.96975787"
"1691539200000","30918658.40601437"
"1691625600000","24172398.41337492"
"1691712000000","28454990.93611478"
"1691798400000","31294824.65651836"
"1691884800000","25585662.894784916"
"1691971200000","32337872.752744462"
"1692057600000","31915144.915740907"
"1692144000000","30586968.731064703"
"1692230400000","28424682.20544334"
"1692316800000","23433019.422335666"
"1692403200000","23221911.614093296"
"1692489600000","27190186.429498125"
"1692576000000","27340334.701749604"
"1692662400000","24046155.91841951"
"1692748800000","23718914.63540224"
"1692835200000","23333266.492939506"
"1692921600000","22467915.225991674"
"1693008000000","23075478.398958765"
"1693094400000","19271798.243833873"
"1693180800000","19666378.699688364"
"1693267200000","26890150.788067795"
"1693353600000","22094413.287385218"
"1693440000000","24961857.55441304"
"1693526400000","25120794.91081459"
"1693612800000","25144099.92728905"
"1693699200000","26107291.39871566"
"1693785600000","25039640.94070276"
"1693872000000","21245406.274935115"
"1693958400000","22504229.026187494"
"1694044800000","24404908.237159327"
"1694131200000","22598608.962329462"
"1694217600000","25270696.568339124"
"1694304000000","24948509.55641232"
"1694390400000","26180834.564799786"
"1694476800000","23588981.36153588"
"1694563200000","24786596.15628565"
"1694649600000","27600711.13450581"
"1694736000000","32037508.81394793"
"1694822400000","26464639.493225966"
"1694908800000","25479813.23061756"
"1694995200000","27760078.561090413"
"1695081600000","25100244.17051251"
"1695168000000","26065716.14019558"
"1695254400000","24381114.451694295"
"1695340800000","22706065.06682296"
"1695427200000","27666483.922672935"
"1695513600000","25269067.88255642"
"1695600000000","24661550.73070846"
"1695686400000","23061586.50874123"
"1695772800000","26698372.824476056"
"1695859200000","25747626.191917732"
"1695945600000","25946534.412971754"
"1696032000000","23854988.05610223"
"1696118400000","24442856.9810465"
"1696204800000","28329529.39362417"
"1696291200000","28995037.486792862"
"1696377600000","23240602.983478393"
"1696464000000","25110031.20892198"
"1696550400000","28870637.172927104"
"1696636800000","31014954.909119453"
"1696723200000","27314613.070051916"
"1696809600000","27541014.339650355"
"1696896000000","28707330.94272675"
"1696982400000","27666095.64227482"
"1697068800000","28303571.441823736"
"1697155200000","24087147.492945295"
"1697241600000","25258288.02604316"
"1697328000000","28431414.424704663"
"1697414400000","25518086.84010881"
"1697500800000","30742974.361832604"
"1697587200000","26281695.00654422"
"1697673600000","25797505.892024655"
"1697760000000","26023036.304821745"
"1697846400000","28815660.222291574"
"1697932800000","28981484.98366903"
"1698019200000","30814659.955034763"
"1698105600000","28536795.17404676"
"1698192000000","32725349.07621698"
"1698278400000","33251001.232997146"
"1698364800000","34005980.050704196"
"1698451200000","34772370.76564866"
"1698537600000","30266520.889385495"
"1698624000000","35089903.5789379"
"1698710400000","33982514.00176837"
"1698796800000","32922837.157770928"
"1698883200000","33351243.132835437"
"1698969600000","30526523.557337712"
"1699056000000","40679663.2595844"
"1699142400000","38240754.28128319"
"1699228800000","30426194.06464776"
"1699315200000","32192116.297135763"
"1699401600000","37138019.602830954"
"1699488000000","42386514.038143665"
"1699574400000","41589897.60578385"
"1699660800000","42293293.39069208"
"1699747200000","44174930.492356926"
"1699833600000","31884004.88571462"
"1699920000000","34961118.48011874"
"1700006400000","38830543.630601875"
"1700092800000","45968659.957687706"
"1700179200000","43669781.8707609"
"1700265600000","46206459.47486679"
"1700352000000","46808749.511597805"
"1700438400000","45344546.355345115"
"1700524800000","41691019.301160336"
"1700611200000","38112934.25756094"
"1700697600000","42565103.66364608"
"1700784000000","43175803.346235916"
"1700870400000","41000040.53691879"
"1700956800000","37350394.614752516"
"1701043200000","33990153.118594855"
"1701129600000","37326757.10887134"
"1701216000000","34687799.69065694"
"1701302400000","34288709.36377425"
"1701388800000","44330443.88131468"
"1701475200000","33852262.01674702"
"1701561600000","46347878.82500001"
"1701648000000","46775809.09590795"
"1701734400000","46391610.444179684"
"1701820800000","50935074.8445154"
"1701907200000","38956627.59378403"
"1701993600000","43486639.64278974"
"1702080000000","49983455.1733174"
"1702166400000","44686549.54716012"
"1702252800000","47227552.40644524"
"1702339200000","42108188.76068561"
"1702425600000","47685314.57453177"
"1702512000000","53487706.78018544"
"1702598400000","61874809.91705933"
"1702684800000","63958242.19172744"
"1702771200000","64128658.064254284"
"1702857600000","59706278.14765298"
"1702944000000","62467181.336199895"
"1703030400000","57630882.3453147"
"1703116800000","59081092.58587713"
"1703203200000","60254531.70180586"
"1703289600000","53244333.618783"
"1703376000000","56344289.0489318"
"1703462400000","45016232.312319785"
"1703548800000","44429205.61532214"
"1703635200000","46783050.714829125"
"1703721600000","42422981.18148732"
"1703808000000","49093691.46371118"
"1703894400000","49356320.35824165"
"1703980800000","56442917.34532426"
"1704067200000","50875146.64536134"
"1704153600000","43517765.64175245"
"1704240000000","49942736.51560193"
"1704326400000","51742209.323741384"
"1704412800000","42917989.38384478"
"1704499200000","42219253.582897715"
"1704585600000","35888603.51598232"
"1704672000000","40680377.09676569"
"1704758400000","49538486.491604716"
"1704844800000","41930208.961562425"
"1704931200000","55090803.641925655"
