"x","y"
"1682812800000","358383011.4671458"
"1682899200000","440714243.83121973"
"1682985600000","312374381.6166337"
"1683072000000","341432463.6274834"
"1683158400000","351888475.1483047"
"1683244800000","283977798.47865146"
"1683331200000","355568840.1119249"
"1683417600000","331705159.5675005"
"1683504000000","326932423.4586156"
"1683590400000","360341576.2208098"
"1683676800000","405682569.25521636"
"1683763200000","360341576.2208098"
"1683849600000","336477895.6763853"
"1683936000000","346023367.89415514"
"1684022400000","415228041.47298616"
"1684108800000","350796104.00303996"
"1684195200000","365114312.32969475"
"1684281600000","381818888.7107919"
"1684368000000","344768089.144806"
"1684454400000","369469365.7613961"
"1684540800000","322669912.76495266"
"1684627200000","371932494.8664721"
"1684713600000","354690591.1309403"
"1684800000000","379321882.1817001"
"1684886400000","347301203.81571233"
"1684972800000","371932494.8664721"
"1685059200000","376858753.07662404"
"1685145600000","357153720.2360163"
"1685232000000","394100656.8121559"
"1685318400000","399026915.0223079"
"1685404800000","379321882.1817001"
"1685491200000","349729770.9452385"
"1685577600000","336187209.4940784"
"1685664000000","417687139.0684004"
"1685750400000","331093463.8956832"
"1685836800000","376937174.2812394"
"1685923200000","351468446.2892638"
"1686009600000","384577792.6788321"
"1686096000000","343827827.89167106"
"1686182400000","392218411.07642484"
"1686268800000","430421503.0643882"
"1686355200000","392218411.07642484"
"1686441600000","415140266.2692028"
"1686528000000","399859029.4740175"
"1686614400000","374390301.4820418"
"1686700800000","312388214.96659184"
"1686787200000","385148460.1631553"
"1686873600000","398160232.4659646"
"1686960000000","364329624.47866035"
"1687046400000","392955523.5448409"
"1687132800000","369534333.3997841"
"1687219200000","353920206.636413"
"1687305600000","314884889.72798514"
"1687392000000","356522561.09697485"
"1687478400000","325294307.5702325"
"1687564800000","379943751.2420316"
"1687651200000","398160232.4659646"
"1687737600000","379943751.2420316"
"1687824000000","364329624.47866035"
"1687910400000","280545974.4417444"
"1687996800000","367574940.3012432"
"1688083200000","397786579.2301125"
"1688169600000","334845664.7949681"
"1688256000000","430515854.7363876"
"1688342400000","344916211.10459125"
"1688428800000","357504393.99162006"
"1688515200000","390233669.4978951"
"1688601600000","349951484.25940275"
"1688688000000","440586401.04601073"
"1688774400000","448139310.7782279"
"1688860800000","425480581.581576"
"1688947200000","387716032.92048943"
"1689033600000","339880937.9497796"
"1689120000000","382989765.58074266"
"1689206400000","321592673.51184636"
"1689292800000","369831574.5386234"
"1689379200000","369831574.5386234"
"1689465600000","415390536.6194682"
"1689552000000","364471696.6467593"
"1689638400000","434150109.2409926"
"1689724800000","396630963.9979439"
"1689811200000","343032185.0793028"
"1689897600000","300153161.94439"
"1689984000000","359111818.75489503"
"1690070400000","393951025.0520118"
"1690156800000","401990841.889808"
"1690243200000","369831574.5386234"
"1690329600000","381190141.57452464"
"1690416000000","358973121.2673339"
"1690502400000","364175630.2712082"
"1690588800000","343365594.25571066"
"1690675200000","437010756.32545"
"1690761600000","366776884.7731455"
"1690848000000","361574375.76927114"
"1690934400000","400593193.2983291"
"1691020800000","392789429.79251754"
"1691107200000","314751794.7344015"
"1691193600000","400593193.2983291"
"1691280000000","426605738.3177011"
"1691366400000","379783157.2828315"
"1691452800000","325156812.74215025"
"1691539200000","421650114.697692"
"1691625600000","330756213.4390739"
"1691712000000","393261324.6401588"
"1691798400000","434931398.7742153"
"1691884800000","351591250.5061022"
"1691971200000","445348917.3077294"
"1692057600000","445348917.3077294"
"1692144000000","424513880.24070114"
